year,month,component,question number,answer,text,screenshot_path
2020,w,22,31,B,31  The apparatus used for the extraction of aluminium oxide by electrolysis is shown. carbon anodes – carbon lining as cathode + solution of aluminium oxide in molten cryolite molten aluminium collects at the bottom Which equation represents a reaction taking place at the anode? A  O  +  2e–    O2– B  2O2–    O2  +  4e– C  Al 3–    Al  +  3e– D  Al 3+  +  3e–    Al,2020/winter/component22/q31
2020,w,22,32,D,"32  The results of tests on solid S and its aqueous solution are shown. 11 tests on solid S effect of heat tests on aqueous solution of S effect of aqueous sodium hydroxide effect of aqueous ammonia white ppt., soluble in excess, giving a colourless solution brown gas given off, together with a gas which relights a glowing splint white ppt., soluble in excess, giving a colourless solution What is S? A  aluminium nitrate B  aluminium sulfate C  zinc sulfate D  zinc nitrate",2020/winter/component22/q32
2020,w,22,33,B,"33  Part of the carbon cycle is shown. combustion glucose CO2 Q R plant CH4 What are processes P, Q and R? P P Q R A B C D decomposition respiration respiration respiration photosynthesis decomposition photosynthesis respiration photosynthesis decomposition photosynthesis decomposition",2020/winter/component22/q33
2020,w,22,34,D,"34  The element sulfur is found in a number of different minerals. Which mineral contains the greatest percentage by mass of sulfur? A  barite, BaSO4 B  galena, PbS C  gypsum, CaSO4 D  pyrite, FeS2 [Turn over",2020/winter/component22/q34
2020,w,22,35,C,,
2020,w,22,36,C,,
2020,w,22,37,D,,
2020,w,22,38,B,,
2020,w,22,39,D,39  Which statement about nylon and Terylene is correct? A  Nylon and Terylene are made from monomers with C=C bonds. B  Nylon and Terylene contain the same linkage. C  Nylon is a polyester. D  Terylene is made from two different monomers.,2020/winter/component22/q39
2020,w,22,40,D,40  Which diagram represents the structure of a protein? O O O C O C O H N A B C D C O C O O C N H O N H C O C H N N H O C O O O C O C O C 14,2020/winter/component22/q40
2020,w,23,1,D,1  Which gas has the slowest rate of diffusion? 2 A  H2 B  NH3 C  CH4 D  CO2,2020/winter/component23/q1
2020,w,23,2,D,"2  When a dark grey solid element is heated, it changes directly into a purple gas. Which word describes this change? A  boiling B  evaporation C  melting D  sublimation",2020/winter/component23/q2
2020,w,23,3,D,,
2020,w,23,4,A,,
2020,w,23,5,B,"5  Molecules containing only non-metal atoms are covalently bonded. The formulae of four covalently bonded molecules are given below: 3 carbon dioxide, CO2 1  nitrogen, N2 2 3  ethene, C2H4 4  methanol, CH3OH Which of the molecules contain double bonds? A  1 and 4 B  2 and 3 C  2 and 4 D  4 only",2020/winter/component23/q5
2020,w,23,6,C,6  The arrangements of the electrons in two ions formed from elements X and Y are shown. X Y n = 20 p = 19 n = 20 p = 17 Which equation represents the reaction between elements X and Y? A  X2  +  2Y    2X+  +  2Y– B  X2  +  2Y    2X–  +  2Y+ C  2X  +  Y2    2X+  +  2Y– D  2X  +  Y2    2X–  +  2Y+,2020/winter/component23/q6
2020,w,23,7,A,7  Magnesium reacts with sulfuric acid. What are the formulae of the products formed in this reaction? A  MgSO4 and H2 B  MgSO4 and H2O C  Mg(SO4)2 and H2 D  Mg(SO4)2 and H2O [Turn over 4,2020/winter/component23/q7
2020,w,23,8,C,,
2020,w,23,9,C,,
2020,w,23,10,D,,
2020,w,23,11,C,,
2020,w,23,12,C,"12  What is the empirical formula of an oxide of iron, formed by reacting 2.24 g of iron with 0.96 g of 5 oxygen? A  FeO B  Fe2O C  Fe2O3 D  Fe3O4",2020/winter/component23/q12
2020,w,23,13,A,13  Electrolysis is carried out on dilute aqueous potassium bromide. Which products are formed at the anode and the cathode? A B C D anode cathode bromine bromine hydrogen hydrogen hydrogen potassium bromine potassium,2020/winter/component23/q13
2020,w,23,14,D,14  Which substance does not require oxygen in order to produce energy? A  coal B  hydrogen C  natural gas D 235U,2020/winter/component23/q14
2020,w,23,15,D,15  Ethanol is used as a fuel. ethanol  +  oxygen    carbon dioxide  +  water Which statements are correct? 1  The reaction is endothermic. 2  The products have more energy than the reactants. 3  The oxygen for this reaction comes from the air. 4  The temperature of the reaction mixture rises during this reaction. A  1 and 2 B  1 and 3 C  2 and 4 D  3 and 4 [Turn over 6,2020/winter/component23/q15
2020,w,23,16,C,16  The reaction between hydrogen and oxygen releases 486 kJ / mol of energy. 2H2(g)  +  O2(g)    2H2O(g) The bond energy of H–H is 436 kJ / mol and that of H–O is 464 kJ / mol. What is the bond energy of O=O? A  430 kJ / mol B  458 kJ / mol C  498 kJ / mol D  984 kJ / mol,2020/winter/component23/q16
2020,w,23,17,A,17  Which reaction of hydrochloric acid is a redox reaction? A  2Na  +  2HCl    2NaCl  +  H2 B  Na2O  +  2HCl    2NaCl  +  H2O C  NaOH  +  HCl    NaCl  +  H2O D  Na2CO3  +  2HCl    2NaCl  +  H2O  +  CO2,2020/winter/component23/q17
2020,w,23,18,D,18  Which reaction is an example of a photochemical reaction? A  glucose forming carbon dioxide and water B  magnesium reacting with oxygen C  potassium reacting with water D  silver chloride forming silver metal,2020/winter/component23/q18
2020,w,23,19,D,"19  An excess of calcium carbonate is added to dilute hydrochloric acid, X. The carbon dioxide gas given off is collected and its volume recorded at regular time intervals. 7 Line X on the graph shows the results obtained. The experiment is repeated using dilute hydrochloric acid, Y. Line Y on the graph shows the results obtained. 80 60 volume of gas / cm3 40 20 0 0 Y X 50 100 time / s 150 200 Which statement about the two hydrochloric acid samples, X and Y, is correct? A  They had the same volume but Y had higher concentration. B  They had the same concentration but Y had a larger volume. C  X had a higher concentration but Y had a larger volume. D  Y had a higher concentration but X had a larger volume.",2020/winter/component23/q19
2020,w,23,20,C,20  Period 3 of the Periodic Table contains the elements sodium to argon. Element Q is a non-metal from this period. Which statement about Q is correct? A B C D It conducts electricity. It has a lower proton number than sodium. It has electrons in only three shells. It is malleable. [Turn over,2020/winter/component23/q20
2020,w,23,21,C,,
2020,w,23,22,B,22  An aqueous cation reacts with aqueous sodium hydroxide to form a white precipitate. The precipitate is insoluble in excess sodium hydroxide. 23  Zinc oxide is an amphoteric oxide. Which row describes the reactions of zinc oxide? A B C D reaction with alkalis reaction with acids (cid:22) (cid:22) (cid:26) (cid:26) (cid:22) (cid:26) (cid:22) (cid:26),2020/winter/component23/q22
2020,w,23,23,A,,
2020,w,23,24,C,24  A student carries out an experiment to prepare pure magnesium sulfate crystals. The diagram shows the first stage of the preparation. 9 magnesium carbonate stirrer dilute sulfuric acid He adds magnesium carbonate until no more reacts. Which process should he use for the next stage? A  crystallisation B  evaporation C D  neutralisation filtration,2020/winter/component23/q24
2020,w,23,25,C,"25  Which statement about the halogens and their compounds is correct? A  The colour of the element gets lighter going down Group VII. B  The elements get less dense going down Group VII. C  When chlorine is added to sodium iodide solution, iodine is formed. D  When iodine is added to sodium bromide solution, bromine is formed.",2020/winter/component23/q25
2020,w,23,26,A,26  Elements in Group II of the Periodic Table show the same trends in their reaction with water and their density as Group I. Which row shows how the properties of barium compare with calcium? A B C D reaction with water faster faster slower slower density higher lower higher lower [Turn over 10,2020/winter/component23/q26
2020,w,23,27,A,"27  A flammable gas needs to be removed from a tank at an industrial plant. For safety reasons, an inert gas is used. Which gas is suitable? A  argon B  hydrogen C  methane D  oxygen lead.",2020/winter/component23/q27
2020,w,23,28,C,"28  An experiment is performed to determine the order of reactivity of metals X and Y compared to Strips  of  each  metal  were  added  to  separate  test-tubes  containing  aqueous  lead(II)  nitrate, Pb(NO3)2. The results are shown. no change dark layer Pb(NO3)2(aq) What is the order of reactivity, least reactive first? metal X metal Y A  Pb  X  Y B  X  Y  Pb C  X  Pb  Y D  Y  Pb  X",2020/winter/component23/q28
2020,w,23,29,D,"29  The equation for the reaction between iron(III) oxide and carbon monoxide is shown. 11 Fe2O3  +  xCO    yFe  +  zCO2 Which values of x, y and z balance the equation? A B C D x y z 2 2 3 3 2 3 1 2 2 3 3 3",2020/winter/component23/q29
2020,w,23,30,D,30  Which process is used to separate oxygen from liquid air? A  chromatography B  distillation C D filtration fractional distillation,2020/winter/component23/q30
2020,w,23,31,A,,
2020,w,23,32,A,,
2020,w,23,33,B,,
2020,w,23,34,B,,
2020,w,23,35,B,35  Which calcium compound does not neutralise an acid soil? A  calcium oxide B  calcium sulfate C  calcium hydroxide D  calcium carbonate,2020/winter/component23/q35
2020,w,23,36,D,"36  Which product is obtained when bromine reacts with propene, CH3CH=CH2? A  CH3CH=CHBr B  CH3CBr=CHBr C  CH3CH2CHBr2 D  CH3CHBrCH2Br",2020/winter/component23/q36
2020,w,23,37,D,37  Propanol is oxidised by acidified potassium manganate(VII) in a similar way to ethanol. is  produced  by the  oxidation  of  propanol  with  acidified  potassium 13 Which  compound manganate(VII)? A  CH3CH2OH B  CH3CH2CH2OH C  CH3COOH D  CH3CH2COOH,2020/winter/component23/q37
2020,w,23,38,B,"38  The flow chart shows the preparation of ethanol and some important chemistry of ethanol. substance X ethanol fermentation process Y carbon dioxide  +  substance Z What are X, Y and Z? A B C D X Y Z yeast glucose glucose yeast combustion combustion polymerisation fermentation oxygen steam water glucose",2020/winter/component23/q38
2020,w,23,39,A,39  Which equation represents the formation of poly(propene) from propene? A B CH3 n C H CH3 n C H H C H H C H C CH3 C H CH3 C H H C H H C H n n n H C H H C H CH3 n C H H C H H C H H C H D H C H H C H n H C H n [Turn over 14,2020/winter/component23/q39
2020,w,23,40,A,40  Which type of linkage joins the amino acids in a protein? A B O C N H C C C O C O D O 15,2020/winter/component23/q40
2021,m,22,1,C,1  Which row about a change of state is correct? 2 change of state energy change A B C D solid  liquid gas  liquid solid  gas liquid  solid heat given out heat taken in heat taken in heat given out process melting evaporation sublimation condensing,2021/march/component22/q1
2021,m,22,2,A,2  Gases are separated from liquid air by fractional distillation. The boiling points of four gases are shown. Which gas is both monoatomic and a liquid at –200 C? A B C D gas argon helium neon nitrogen boiling point / C –186 –269 –246 –196,2021/march/component22/q2
2021,m,22,3,C,"3  Two different food colourings, X and Y, are tested using chromatography. Three pure dyes, 1, 2 and 3, are also tested. The chromatogram is shown. 10 9 8 7 6 5 4 3 2 1 0 solvent front X Y dye 1 dye 2 dye 3 baseline Which statements are correct? 1  X and Y both contain two or more dyes. 2  Dyes 2 and 3 are present in both X and Y. 3  The Rf of dye 1 is 0.625.  3 A  1 and 2 only  B  1 and 3 only  C  1, 2 and 3 D  2 and 3 only",2021/march/component22/q3
2021,m,22,4,D,4  Which statement about the atoms of all the isotopes of carbon is correct? A  They are all radioactive. B  They have the same mass. C  They have the same number of neutrons. D  They have the same number of electrons in the outer shell.,2021/march/component22/q4
2021,m,22,5,D,5  Which diagram represents the structure of silicon(IV) oxide? A 4 C B D,2021/march/component22/q5
2021,m,22,6,A,,
2021,m,22,7,D,,
2021,m,22,8,D,,
2021,m,22,9,D,,
2021,m,22,10,C,10  A compound has the formula XF2 and has a relative mass of 70. [Turn over 11  The diagram shows a section of an overhead power cable. steel 6 ceramic aluminium Which statement explains why a particular substance is used? A  Aluminium has a low density and is a good conductor of electricity. B  Ceramic is a good conductor of electricity. C  Steel can rust in damp air. D  Steel is more dense than aluminium.,2021/march/component22/q10
2021,m,22,11,A,,
2021,m,22,12,C,"12  During the electrolysis of dilute sulfuric acid, hydrogen is collected at the cathode. What is the ionic half-equation for this reaction? A  H+  +  e–    H B  H+    H  +  e– C  2H+  +  2e–    H2 D  2H+    H2  +  2e–",2021/march/component22/q12
2021,m,22,13,B,13  Which row describes an endothermic reaction? 7 energy level diagram energy transfer energy A energy B energy C energy D progress of reaction progress of reaction progress of reaction progress of reaction energy is transferred from the surroundings to the reaction energy is transferred from the surroundings to the reaction energy is transferred from the reaction to the surroundings energy is transferred from the reaction to the surroundings [Turn over,2021/march/component22/q13
2021,m,22,14,A,,
2021,m,22,15,C,,
2021,m,22,16,A,16  The apparatus shown is used to measure the rate of a reaction. 9 gas syringe reactants Which equation represents a reaction where the rate can be measured using this apparatus? A  Mg(s)  +  2HCl (aq)    MgCl 2(aq)  +  H2(g) B  HCl (aq)  +  NaOH(aq)    NaCl (aq)  +  H2O(l) C  Fe(s)  +  CuSO4(aq)    Cu(s)  +  FeSO4(aq) D  2Na(s)  +  Br2(l)    2NaBr(s),2021/march/component22/q16
2021,m,22,17,C,"17  P  is  a  hydrated  metal  salt  with  a  blue  colour.  When  P  is  heated,  water  is  given  off,  leaving solid Q. R is a hydrated metal salt with a pink colour. When R is heated, water is given off, leaving solid S. Which row gives the name of P and the colour of S? name of P colour of S A B C D hydrated cobalt(II) chloride hydrated cobalt(II) chloride hydrated copper(II) sulfate hydrated copper(II) sulfate blue white blue white",2021/march/component22/q17
2021,m,22,18,B,18  Magnesium reacts with copper(II) oxide to give magnesium oxide and copper. Which substance is the oxidising agent in this reaction? A  copper B  copper(II) oxide C  magnesium D  magnesium oxide [Turn over 10,2021/march/component22/q18
2021,m,22,19,B,19  Part of the Periodic Table is shown. Which element forms an acidic oxide? A C B D,2021/march/component22/q19
2021,m,22,20,A,"20  When aqueous sodium hydroxide is added to a solution of a metal ion, a grey-green precipitate forms, which dissolves in excess to form a dark green solution. What is the identity of the metal ion? A  chromium(III) B C D  copper(II) iron(II) iron(III)",2021/march/component22/q20
2021,m,22,21,C,21  Which statements about strong acids are correct? 1  They have a high concentration of OH– ions. 2  They have a pH value of 1. 3  They completely ionise in water. 4  They turn red litmus blue. A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,2021/march/component22/q21
2021,m,22,22,A,22  Metal X reacts with non-metal Y to form an ionic compound with the formula X2Y. Which statements are correct? 1  X is in Group I of the Periodic Table. 2  X is in Group II of the Periodic Table. 3  Y is in Group VI of the Periodic Table. 4  Y is in Group VII of the Periodic Table. A  1 and 3 B  1 and 4 C  2 and 3 D  2 and 4,2021/march/component22/q22
2021,m,22,23,A,,
2021,m,22,24,A,,
2021,m,22,25,B,25  Why is cryolite used in the extraction of aluminium from bauxite? D A  as a catalyst for the process B  as a solvent for aluminium oxide C D it stops the carbon anodes burning away it reduces aluminium ions in aluminium oxide [Turn over 12,2021/march/component22/q25
2021,m,22,26,D,26  Which statements about the uses of metals are correct? Iron is used to make aircraft because iron has a low density. 1 2  Copper  is  used  to  make  electric  cables  because  copper  is  a  good  conductor  of electricity. 3  Aluminium is used to make brass because aluminium is strong and hard. 4 Iron is mixed with additives to make an alloy used in chemical plant. A  1 and 2 B  3 and 4 C  1 and 3 D  2 and 4,2021/march/component22/q26
2021,m,22,27,B,27  Which row describes the reactions of magnesium hydroxide and magnesium oxide? A B C D effect of heat on hydroxide effect of heating oxide with carbon forms magnesium oxide forms magnesium oxide magnesium and carbon dioxide formed no reaction no reaction no reaction magnesium and carbon dioxide formed no reaction,2021/march/component22/q27
2021,m,22,28,D,28  The properties of an element are listed. Its melting point is 3414 C. Some of its compounds are catalysts. It has variable oxidation states. Where is the element found in the Periodic Table? A  alkali metals B  halogens C  noble gases D transition elements,2021/march/component22/q28
2021,m,22,29,B,29  Petrol burns in a car engine to produce waste gases which leave through the car exhaust. One of these waste gases is an oxide of nitrogen. Which statement describes how this oxide of nitrogen is formed? A  Carbon dioxide reacts with nitrogen in the catalytic converter. B  Nitrogen reacts with oxygen in the car engine. C  Nitrogen reacts with oxygen in the catalytic converter. D  Petrol combines with nitrogen in the car engine.,2021/march/component22/q29
2021,m,22,30,A,"30  Which combination of chemical compounds can be used to produce the fertiliser shown? 13 N     P     K 21 16 8 : : SUPERGROW (NH4)3PO4, KCl A B  NH4NO3, Ca3(PO4)2 C  NH4NO3, CO(NH2)2 D  NH4NO3, K2SO4, (NH4)2SO4",2021/march/component22/q30
2021,m,22,31,B,31  Which process does not produce carbon dioxide? A  combustion of a hydrocarbon B  photosynthesis C D reaction between an acid and a metal carbonate respiration,2021/march/component22/q31
2021,m,22,32,D,32  Which substance is used as a bleach in the manufacture of paper? A  carbon dioxide B  nitrogen dioxide C  silicon dioxide D  sulfur dioxide,2021/march/component22/q32
2021,m,22,33,C,33  What is an industrial use of calcium carbonate? A  cracking of hydrocarbons B  manufacture of aluminium C  manufacture of cement D  purification of water [Turn over 14 addition substitution addition substitution condition type of reaction A B C D phosphoric acid catalyst phosphoric acid catalyst ultraviolet light ultraviolet light,2021/march/component22/q33
2021,m,22,34,D,,
2021,m,22,35,D,,
2021,m,22,36,B,,
2021,m,22,37,B,37  The formula of a hydrocarbon is CxHy. The equation for its complete combustion is shown. CxHy  +  8O2    5CO2  +  6H2O What are the values of x and y? x y 5 5 6 12 6 12 5 5 A B C D A B C D,2021/march/component22/q37
2021,m,22,38,B,,
2021,m,22,39,B,,
2021,m,22,40,A,40  Which structure represents a protein? H H O 16 O C N O C O C A B C D C N H N C O O O O C O O O C N H O C N H O C 17,2021/march/component22/q40
2021,s,21,1,C,"1  A gas is released at point P in the apparatus shown. P damp universal indicator paper Which gas turns the damp universal indicator paper red most quickly? A  ammonia, NH3 B  chlorine, Cl 2 C  hydrogen chloride, HCl D  sulfur dioxide, SO2",2021/summer/component21/q1
2021,s,21,2,B,2  A mixture is separated using the apparatus shown. mixture funnel filter paper What is the mixture? A  aqueous copper(II) sulfate and aqueous sodium chloride B  aqueous copper(II) sulfate and copper C  copper and sulfur D  ethanol and ethanoic acid,2021/summer/component21/q2
2021,s,21,3,D,3  Which statement about paper chromatography is correct? A  A solvent is needed to dissolve the paper. B  Paper chromatography separates mixtures of solvents. C  The solvent should cover the baseline. D  The baseline should be drawn in pencil. 3,2021/summer/component21/q3
2021,s,21,4,A,4  Element X has 7 protons. Element Y has 8 more protons than X. Which statement about element Y is correct? A  Y has more electron shells than X. B  Y has more electrons in its outer shell than X. C  Y is in a different group of the Periodic Table from X. D  Y is in the same period of the Periodic Table as X.,2021/summer/component21/q4
2021,s,21,5,A,"5  A covalent molecule Q contains only six shared electrons. What is Q? A  ammonia, NH3 B  chlorine, Cl 2 C  methane, CH4 D  water, H2O",2021/summer/component21/q5
2021,s,21,6,B,"6  The arrangement of particles in each of two solids, S and T, are shown. S T What are S and T? A B C D S diamond diamond graphite graphite T silicon(IV) oxide sodium chloride silicon(IV) oxide sodium chloride [Turn over",2021/summer/component21/q6
2021,s,21,7,D,7  Which statement about metals is correct? 4 A  Metals conduct electricity when molten because negative ions are free to move. B  Metals conduct electricity when solid because positive ions are free to move. C  Metals are malleable because the bonds between the atoms are weak. D  Metals are malleable because the layers of ions can slide over each other.,2021/summer/component21/q7
2021,s,21,8,C,"8  Two elements, P and Q, are in the same period of the Periodic Table. P and Q react together to form an ionic compound. Part of the lattice of this compound is shown. P+ Q– Q– P+ Q– P+ P+ Q– Which statement is correct? A  An ion of P has more electrons than an ion of Q. B  Element P is non-metallic. C  P is to the left of Q in the Periodic Table. D  The formula of the compound is P4Q4.",2021/summer/component21/q8
2021,s,21,9,B,"9  2.56 g of a metal oxide, MO2, is reduced to 1.92 g of the metal, M. What is the relative atomic mass of M? A  48 B  96 C  128 D  192",2021/summer/component21/q9
2021,s,21,10,A,"10  In separate experiments, electricity was passed through concentrated aqueous sodium chloride and molten lead(II) bromide. What would happen in both experiments? A  A halogen would be formed at the anode. B  A metal would be formed at the cathode. C  Hydrogen would be formed at the anode. D  Hydrogen would be formed at the cathode.",2021/summer/component21/q10
2021,s,21,11,A,11  What  is  the  ionic  half-equation  for  the  reaction  that  occurs  at  the  cathode  when  molten lead(II) bromide is electrolysed? 5 A  Pb2+  +  2e–    Pb B  2Br –    Br2  +  2e– C  Br2  +  2e–    2Br – D  Pb    Pb2+  +  2e–,2021/summer/component21/q11
2021,s,21,12,D,12  The complete combustion of propane is exothermic. The equation for this reaction is shown. C3H8  +  5O2    3CO2  +  4H2O Which energy level diagram represents the complete combustion of propane? B A energy 3CO2 + 4H2O C3H8 + 5O2 energy 3CO2 + 4H2O C3H8 + 5O2 progress of reaction progress of reaction C D 3CO2 + 4H2O energy C3H8 + 5O2 energy C3H8 + 5O2 3CO2 + 4H2O progress of reaction progress of reaction [Turn over,2021/summer/component21/q12
2021,s,21,13,B,,
2021,s,21,14,C,,
2021,s,21,15,C,,
2021,s,21,16,D,16  An example of a redox reaction is shown. Zn  +  Cu2+    Zn2+  +  Cu Which statement about the reaction is correct? A  Zn is the oxidising agent and it oxidises Cu2+. B  Zn is the oxidising agent and it reduces Cu2+. C  Zn is the reducing agent and it oxidises Cu2+. D  Zn is the reducing agent and it reduces Cu2+.,2021/summer/component21/q16
2021,s,21,17,A,17  Which statement about a reaction in equilibrium is correct? A  Both the forward and the backward reactions are proceeding at the same rate. B  Neither the forward nor the backward reaction is proceeding. C  The amount of product present is no longer affected by changes in temperature or pressure. D  The amount of product present is only affected by a change in pressure.,2021/summer/component21/q17
2021,s,21,18,B,"18  Element X forms an oxide, XO, that neutralises sulfuric acid. Which row describes X and XO? element X nature of oxide, XO A B C D metal metal non-metal non-metal acidic basic acidic basic",2021/summer/component21/q18
2021,s,21,19,B,19  Copper(II) sulfate is prepared by adding excess copper(II) oxide to warm dilute sulfuric acid. Which  purification  methods  are  used  to  obtain  pure  solid  copper(II)  sulfate  from  the  reaction mixture? crystallisation filtration chromatography 1 2 3 4  distillation A  1 and 4 B  1 and 2 C  2 and 3 D  3 and 4 [Turn over,2021/summer/component21/q19
2021,s,21,20,D,20  Some reactions of element M are shown. burn element M oxide of M 8 add water solution add to purple acidified potassium manganate(VII) add blue litmus goes colourless goes red What is element M? A  carbon B C  magnesium D  sulfur iron,2021/summer/component21/q20
2021,s,21,21,C,21  In which equation is the underlined reactant acting as a base? +  +  OH–    NH3  +  H2O A  CH3COO–  +  H3O+    CH3COOH  +  H2O B  NH4 C  CO2  +  2H2O    H3O+  +  HCO3 – D  H+  +  OH–    H2O,2021/summer/component21/q21
2021,s,21,22,D,22  Why is helium used to fill balloons? A  Helium is monoatomic. B  Helium is in Group VIII of the Periodic Table. C  Helium has a full outer electron shell. D  Helium is less dense than air.,2021/summer/component21/q22
2021,s,21,23,D,23  Which elements in the table are transition elements? element property E F G H forms E3+ ions only forms F+ and F2+ ions forms only white salts used in catalytic converters A  E and G B  E and H C  F and G D  F and H,2021/summer/component21/q23
2021,s,21,24,D,24  Element R forms a covalent compound R2Si with silicon. Which row describes R? metallic or non-metallic character group number in the Periodic Table A B C D metallic metallic non-metallic non-metallic,2021/summer/component21/q24
2021,s,21,25,C,25  Some properties of metal J are listed. 9 II VI II VI J does not react with cold water. J reacts with dilute hydrochloric acid. ● ● ●  No reaction occurs when the oxide of J is heated with carbon. What is J? A  copper B C  magnesium D  sodium iron,2021/summer/component21/q25
2021,s,21,26,C,26  Some metal nitrates and carbonates decompose when heated strongly. Metal Q has a nitrate that decomposes to give a salt and a colourless gas only. The carbonate of metal Q does not decompose when heated with a Bunsen burner. What is metal Q? A  calcium B  copper C  sodium D  zinc [Turn over,2021/summer/component21/q26
2021,s,21,27,A,27  Which substances are used in the extraction of aluminium? 10 A  bauxite and cryolite B  bauxite and hematite C  cryolite and zinc blende D  hematite and zinc blende,2021/summer/component21/q27
2021,s,21,28,C,28  Different  types  of  steel  alloys  are  manufactured  by  changing  the  percentage  of  carbon  in  the alloy. The properties of four steel alloys are shown. alloy mixture percentage of carbon in the alloy strength of the alloy hardness of the alloy 1 2 3 4 0.00 to 0.20 0.21 to 0.30 0.31 to 0.40 0.41 to 1.50 high high medium low low medium high high What are the properties of the steel alloy containing 0.23% of carbon? A B C D strength hardness high low high low high medium medium high,2021/summer/component21/q28
2021,s,21,29,B,29  Ammonia is made by reacting nitrogen with hydrogen in the Haber process. The equation for the process is shown. Which changes in reaction conditions would produce a greater yield of ammonia? N2  +  3H2 2NH3 1  adding more iron catalyst 2 3 increasing the reaction pressure increasing the particle size of the iron catalyst A  1 only B  2 only C  1 and 2 D  2 and 3,2021/summer/component21/q29
2021,s,21,30,C,30  Which process removes carbon dioxide from the atmosphere? 11 fermentation A  combustion of fossil fuels B C  photosynthesis D respiration,2021/summer/component21/q30
2021,s,21,31,D,,
2021,s,21,32,B,,
2021,s,21,33,B,33  What is the structure of butanoic acid? A  CH3CH2CO2H B  CH3CH2CH2CO2H C  CH3CH2CH2CH2CO2H D  CH3CH2CH2CO2CH3 [Turn over 12,2021/summer/component21/q33
2021,s,21,34,C,"34  Compound Z contains carbon, hydrogen and oxygen. Molecules of compound Z have four hydrogen atoms and two carbon atoms. Compound Z can be made by oxidation of an alcohol. What is compound Z? A  ethene B  ethanol C  ethanoic acid D  methyl methanoate",2021/summer/component21/q34
2021,s,21,35,B,35  Which statement about homologous series and isomerism is correct? A  Butane and butene are structural isomers. B  Compounds in the same homologous series have the same general formula. C  Compounds in the same homologous series have the same molecular formula. D  Structural isomers have different molecular formulae.,2021/summer/component21/q35
2021,s,21,36,A,"36  Which statement about alkanes is correct? A  They burn in oxygen. B  They contain carbon, hydrogen and oxygen atoms. C  They contain double bonds. D  They contain ionic bonds.",2021/summer/component21/q36
2021,s,21,37,C,"37  What is an advantage of manufacturing ethanol by fermentation? A  The process is very fast. B  The ethanol requires no separation. C  The raw materials used are renewable. D  There are no other products formed. C  P, Q and S D  Q, R and S O C N H O C N H",2021/summer/component21/q37
2021,s,21,38,B,,
2021,s,21,39,B,,
2021,s,21,40,D,40  Which substance is a natural polymer? A  ethene B  Terylene C  nylon D  protein 14,2021/summer/component21/q40
2021,s,22,1,C,"1  A gas is released at point P in the apparatus shown. P damp universal indicator paper Which gas turns the damp universal indicator paper red most quickly? A  ammonia, NH3 B  chlorine, Cl 2 C  hydrogen chloride, HCl D  sulfur dioxide, SO2",2021/summer/component22/q1
2021,s,22,2,B,2  A mixture of colourless compounds is separated using chromatography. Which type of reagent is used to detect these compounds after separation? A  a dehydrating agent B  a locating agent C  an oxidising agent D  a reducing agent,2021/summer/component22/q2
2021,s,22,3,D,3  Which statement about paper chromatography is correct? A  A solvent is needed to dissolve the paper. B  Paper chromatography separates mixtures of solvents. C  The solvent should cover the baseline. D  The baseline should be drawn in pencil.,2021/summer/component22/q3
2021,s,22,4,A,4  Element X has 7 protons. Element Y has 8 more protons than X. Which statement about element Y is correct? A  Y has more electron shells than X. B  Y has more electrons in its outer shell than X. C  Y is in a different group of the Periodic Table from X. D  Y is in the same period of the Periodic Table as X.,2021/summer/component22/q4
2021,s,22,5,A,,
2021,s,22,6,D,,
2021,s,22,7,D,,
2021,s,22,8,B,"8  Some information about particles P, Q, R and S is shown. 4 P Q R S nucleon number number of neutrons number of electrons 12 24 16 14 6 12 8 8 6 10 10 6 Which two particles are isotopes of the same element? C  Q and R A  P and Q B  P and S D  R and S",2021/summer/component22/q8
2021,s,22,9,C,9  Chlorine gas will react with iron metal. Exactly 21.3 g of chlorine reacts with 11.2 g of iron. How many iron atoms react with 30 molecules of chlorine? A  10 B  15 C  20 D  30,2021/summer/component22/q9
2021,s,22,10,A,"10  In separate experiments, electricity was passed through concentrated aqueous sodium chloride and molten lead(II) bromide. What would happen in both experiments? A  A halogen would be formed at the anode. B  A metal would be formed at the cathode. C  Hydrogen would be formed at the anode. D  Hydrogen would be formed at the cathode.",2021/summer/component22/q10
2021,s,22,11,D,11  A reaction involving aluminium is shown. Which values of x and y balance the equation? A B C D x 2 3 3 4 y 3 2 4 3 xAl  +  yO2  +  6H2O    xAl (OH)3,2021/summer/component22/q11
2021,s,22,12,C,"12  Four different fuels are used to heat a beaker of water, for the same amount of time, using the apparatus shown. 5 thermometer 200 g of water stirrer screen to reduce draughts spirit burner fuel The initial temperature of the water and the temperature after heating by the fuel are recorded. Which fuel releases the most heat energy? A B C D initial temperature / C temperature after heating / C 17 24 26 30 46 52 61 62 [Turn over",2021/summer/component22/q12
