month,year,component,question number,topic,text
s,2021,43,5,"8 Acids, bases and salts","8 © UCLES 2021 0620/43/M/J/21 5 This question is about salts. (a) Salts that are soluble in water can be made by the reaction between insoluble carbonates and dilute acids. Zinc sulfate is soluble in water. You are provided with solid zinc carbonate, ZnCO3, and dilute sulfuric acid, H2SO4. Describe how you would make a pure sample of zinc sulfate crystals. Your answer should include: ● practical details ● how you would make sure that all the dilute sulfuric acid has reacted ● a chemical equation for the reaction. .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... .............................................................................................................................................. [5] (b) Some sulfates decompose when heated. When hydrated iron(II) sulfate is heated strongly, sulfur dioxide gas is given off. (i) Describe a test for sulfur dioxide. test ...................................................................................................................................... observations ....................................................................................................................... [2] (ii) Complete the equation for the decomposition of hydrated iron(II) sulfate. .....FeSO4•7H2O → Fe2O3 + SO2 + SO3 + .....H2O [2] 9 © UCLES 2021 0620/43/M/J/21 [Turn over (c) Some chlorides are hydrated. When hydrated barium chloride crystals, BaCl 2•xH2O, are heated they give off water. BaCl 2•xH2O(s) → BaCl 2(s) + xH2O(g) A student carries out an experiment to determine the value of x in BaCl 2•xH2O. step 1 Hydrated barium chloride crystals are weighed. step 2 The hydrated barium chloride crystals are then heated. step 3 The remaining solid is weighed. (i) Describe how the student can be sure that all the water is given off. ............................................................................................................................................. ............................................................................................................................................. ....................................................................................................................................... [2] (ii) In an experiment, 4.88g of BaCl 2•xH2O is heated until all the water is given off. The mass of BaCl 2 remaining is 4.16g. [Mr : BaCl 2, 208; H2O, 18] Determine the value of x using the following steps. ● Calculate the number of moles of BaCl 2 remaining. .............................. mol ● Calculate the mass of H2O given off. .............................. g ● Calculate the number of moles of H2O given off. .............................. mol ● Determine the value of x. x = .............................. [4] [Total: 15] "
s,2021,43,6,10 Metals,"This question is about metals. (a) Iron is extracted from its main ore in a blast furnace. waste gases slag air air A (i) Coke and iron ore are added at the top of the blast furnace. Name one other substance that is added at the top of the blast furnace. ....................................................................................................................................... [1] (ii) Name the substance that leaves the blast furnace at A. ....................................................................................................................................... [1] (iii) Iron ore is mainly iron(III) oxide, Fe2O3. Name a substance that reduces iron(III) oxide to iron in the blast furnace. ....................................................................................................................................... [1] (iv) Temperatures inside a blast furnace can reach 2000°C. Name two substances that react together, in the blast furnace, to produce this high temperature. ....................................................................................................................................... [1] (v) Name two waste gases that leave the blast furnace. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] 11 © UCLES 2021 0620/43/M/J/21 [Turn over (b) Zinc is extracted from zinc blende. (i) Name the main zinc compound that is present in zinc blende. ....................................................................................................................................... [1] (ii) When zinc is extracted, it is formed as a gas. The gaseous zinc is then converted into molten zinc. State the name of this physical change. ....................................................................................................................................... [1] (c) Name the alloy that contains zinc and copper only. .............................................................................................................................................. [1] (d) Copper has the following properties. ● It has a high melting point. ● It has a high density. ● It is a good conductor of electricity. ● It has variable oxidation states. ● It forms a basic oxide. ● It forms soluble salts. (i) Give two properties from the list in which copper differs from Group I elements. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] (ii) Give two properties from the list in which copper is similar to Group I elements. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] [Total: 13] "
s,2021,43,7,14 Organic chemistry,"Many organic compounds contain carbon, hydrogen and oxygen only. (a) An organic compound R has the following composition by mass. C, 69.77%; H, 11.63%; O, 18.60% Calculate the empirical formula of compound R. empirical formula = .............................. [2] (b) Compound S has the empirical formula CH2O and a relative molecular mass of 60. Calculate the molecular formula of compound S. molecular formula = .............................. [2] (c) Compounds T and V have the same molecular formula, C3H6O2. ● Compound T is an ester. ● Compound V contains a –COOH functional group. (i) State the name given to compounds with the same molecular formula but different structures. ....................................................................................................................................... [1] (ii) Name the homologous series that V is a member of. ....................................................................................................................................... [1] 13 © UCLES 2021 0620/43/M/J/21 [Turn over (iii) Draw a structure of compound T. Show all of the atoms and all of the bonds. Name compound T. name ................................................................................................................................... [3] (iv) Draw the structure of compound V. Show all of the atoms and all of the bonds. Name compound V. name ................................................................................................................................... [2] (d) Ethanol can be produced from long chain alkanes such as decane, C10H22, in a two-step process. step 1 step 2 decane ethene ethanol For each of the two steps: ● name the type of chemical reaction that occurs ● write a chemical equation. step 1: decane to ethene type of reaction .......................................................................................................................... chemical equation ...................................................................................................................... step 2: ethene to ethanol type of reaction .......................................................................................................................... chemical equation ...................................................................................................................... [4] [Total: 15] "
w,2021,21,1,1 The particulate nature of matter, 
w,2021,21,2,2 Experimental techniques, 
w,2021,21,3,2 Experimental techniques, 
w,2021,21,4,"3 Atoms, elements and compounds", 
w,2021,21,5,"3 Atoms, elements and compounds", 
w,2021,21,6,4 Stoichiometry, 
w,2021,21,7,"3 Atoms, elements and compounds", 
w,2021,21,8,"3 Atoms, elements and compounds", 
w,2021,21,9,4 Stoichiometry, 
w,2021,21,10,5 Electricity and chemistry, 
w,2021,21,11,6 Chemical energetics, 
w,2021,21,12,6 Chemical energetics, 
w,2021,21,13,7 Chemical reactions, 
w,2021,21,14,7 Chemical reactions, 
w,2021,21,15,7 Chemical reactions, 
w,2021,21,16,7 Chemical reactions, 
w,2021,21,17,"8 Acids, bases and salts", 
w,2021,21,18,"8 Acids, bases and salts", 
w,2021,21,19,"8 Acids, bases and salts", 
w,2021,21,20,9 The Periodic Table, 
w,2021,21,21,9 The Periodic Table, 
w,2021,21,22,9 The Periodic Table, 
w,2021,21,23,9 The Periodic Table, 
w,2021,21,24,9 The Periodic Table, 
w,2021,21,25,10 Metals, 
w,2021,21,26,10 Metals, 
w,2021,21,27,10 Metals, 
w,2021,21,28,11 Air and water, 
w,2021,21,29,11 Air and water, 
w,2021,21,30,11 Air and water, 
w,2021,21,31,12 Sulfur, 
w,2021,21,32,11 Air and water, 
w,2021,21,33,14 Organic chemistry, 
w,2021,21,34,14 Organic chemistry, 
w,2021,21,35,14 Organic chemistry, 
w,2021,21,36,14 Organic chemistry, 
w,2021,21,37,14 Organic chemistry, 
w,2021,21,38,14 Organic chemistry, 
w,2021,21,39,14 Organic chemistry, 
w,2021,21,40,14 Organic chemistry, 
w,2021,22,1,1 The particulate nature of matter, 
w,2021,22,2,2 Experimental techniques, 
w,2021,22,3,2 Experimental techniques, 
w,2021,22,4,"3 Atoms, elements and compounds", 
w,2021,22,5,"3 Atoms, elements and compounds", 
w,2021,22,6,4 Stoichiometry, 
w,2021,22,7,"3 Atoms, elements and compounds", 
w,2021,22,8,"3 Atoms, elements and compounds", 
w,2021,22,9,4 Stoichiometry, 
w,2021,22,10,5 Electricity and chemistry, 
w,2021,22,11,6 Chemical energetics, 
w,2021,22,12,6 Chemical energetics, 
w,2021,22,13,7 Chemical reactions, 
w,2021,22,14,7 Chemical reactions, 
w,2021,22,15,7 Chemical reactions, 
w,2021,22,16,7 Chemical reactions, 
w,2021,22,17,"8 Acids, bases and salts", 
w,2021,22,18,"8 Acids, bases and salts", 
w,2021,22,19,"8 Acids, bases and salts", 
w,2021,22,20,9 The Periodic Table, 
w,2021,22,21,9 The Periodic Table, 
w,2021,22,22,9 The Periodic Table, 
w,2021,22,23,9 The Periodic Table, 
w,2021,22,24,9 The Periodic Table, 
w,2021,22,25,10 Metals, 
w,2021,22,26,10 Metals, 
w,2021,22,27,10 Metals, 
w,2021,22,28,11 Air and water, 
w,2021,22,29,11 Air and water, 
w,2021,22,30,11 Air and water, 
w,2021,22,31,12 Sulfur, 
w,2021,22,32,11 Air and water, 
w,2021,22,33,14 Organic chemistry, 
w,2021,22,34,14 Organic chemistry, 
w,2021,22,35,14 Organic chemistry, 
w,2021,22,36,14 Organic chemistry, 
w,2021,22,37,14 Organic chemistry, 
w,2021,22,38,14 Organic chemistry, 
w,2021,22,39,14 Organic chemistry, 
w,2021,22,40,14 Organic chemistry, 
w,2021,23,1,1 The particulate nature of matter, 
w,2021,23,2,2 Experimental techniques, 
w,2021,23,3,2 Experimental techniques, 
w,2021,23,4,"3 Atoms, elements and compounds", 
w,2021,23,5,"3 Atoms, elements and compounds", 
w,2021,23,6,4 Stoichiometry, 
w,2021,23,7,"3 Atoms, elements and compounds", 
w,2021,23,8,"3 Atoms, elements and compounds", 
w,2021,23,9,4 Stoichiometry, 
w,2021,23,10,5 Electricity and chemistry, 
w,2021,23,11,6 Chemical energetics, 
w,2021,23,12,6 Chemical energetics, 
w,2021,23,13,7 Chemical reactions, 
w,2021,23,14,7 Chemical reactions, 
w,2021,23,15,7 Chemical reactions, 
w,2021,23,16,7 Chemical reactions, 
w,2021,23,17,"8 Acids, bases and salts", 
w,2021,23,18,"8 Acids, bases and salts", 
w,2021,23,19,"8 Acids, bases and salts", 
w,2021,23,20,9 The Periodic Table, 
w,2021,23,21,9 The Periodic Table, 
w,2021,23,22,9 The Periodic Table, 
w,2021,23,23,9 The Periodic Table, 
w,2021,23,24,9 The Periodic Table, 
w,2021,23,25,10 Metals, 
w,2021,23,26,10 Metals, 
w,2021,23,27,10 Metals, 
w,2021,23,28,11 Air and water, 
w,2021,23,29,11 Air and water, 
w,2021,23,30,11 Air and water, 
w,2021,23,31,12 Sulfur, 
w,2021,23,32,11 Air and water, 
w,2021,23,33,14 Organic chemistry, 
w,2021,23,34,14 Organic chemistry, 
w,2021,23,35,14 Organic chemistry, 
w,2021,23,36,14 Organic chemistry, 
w,2021,23,37,14 Organic chemistry, 
w,2021,23,38,14 Organic chemistry, 
w,2021,23,39,14 Organic chemistry, 
w,2021,23,40,14 Organic chemistry, 
w,2021,41,1,10 Metals,"(a) This question is about elements. aluminium carbon iron hydrogen oxygen silicon sodium sulfur Answer the following questions about these elements. Each element may be used once, more than once or not at all. (i) Name the element that can be used as a fuel. ....................................................................................................................................... [1] (ii) Name the element that forms an oxide with a similar structure to diamond. ....................................................................................................................................... [1] (iii) Name the element that forms an amphoteric oxide. ....................................................................................................................................... [1] (iv) Name the element that has oxidation states of +2 and +3. ....................................................................................................................................... [1] (v) Name the element extracted from bauxite. ....................................................................................................................................... [1] (vi) Name the element that has atoms with the electronic structure 2,6. ....................................................................................................................................... [1] 3 © UCLES 2020 0620/41/O/N/20 [Turn over (b) Iron rusts when it is in contact with oxygen and water. (i) Explain how sacrificial protection prevents rusting. ............................................................................................................................................. ............................................................................................................................................. ............................................................................................................................................. ....................................................................................................................................... [2] (ii) State one other method of rust prevention. ....................................................................................................................................... [1] [Total: 9]element is at the top.
sodium
calcium
magnesium
aluminium
zinc
iron
hydrogen
copper
(a) Answer the questions using the list of elements. Each element may be used once, more than
once or not at all.
 Identify:
(i) a non-metal
....................................................................................................................................... [1]
(ii) a metal which is stored under oil
....................................................................................................................................... [1]
(iii) the main component of steel
....................................................................................................................................... [1]
(iv) a metal with three electrons in the outer shell of its atoms
....................................................................................................................................... [1]
(v) a metal found in brass
....................................................................................................................................... [1]
(vi) a metal that forms chlorides of the type XCl 2 and XCl 3.
....................................................................................................................................... [1]
(b) Name the main ores of:
(i) zinc ............................................................................................................................... [1]
(ii) aluminium. .................................................................................................................... [1]
(c) In an experiment, a sample of aluminium appeared less reactive than expected.
 Explain why.
....................................................................................................................................................
.............................................................................................................................................. [1]
3
© UCLES 2021 0620/41/O/N/21 [Turn over
(d) Name two metals from the list which are extracted by reduction of their ores using carbon.
1 .................................................................................................................................................
2 .................................................................................................................................................
[2]
(e) When zinc granules are added to aqueous copper(II) sulfate, a reaction occurs. During the
reaction, a red-pink solid is formed and the solution becomes colourless.
(i) Name the red-pink solid.
....................................................................................................................................... [1]
(ii) Name the colourless solution.
....................................................................................................................................... [1]
(iii) Explain, in terms of particles, why the rate of this reaction increases when the temperature
is increased.
.............................................................................................................................................
.............................................................................................................................................
.............................................................................................................................................
.............................................................................................................................................
.............................................................................................................................................
....................................................................................................................................... [3]
(iv) Suggest two other ways of increasing the rate of this reaction.
1 ..........................................................................................................................................
2 ..........................................................................................................................................
[2]
[Total: 1 "
w,2021,41,2,"3 Atoms, elements and compounds","This question is about copper and its compounds. (a) Copper has two different naturally occurring atoms, 63Cu and 65Cu. (i) State the term used for atoms of the same element with different nucleon numbers. ....................................................................................................................................... [1] (ii) The atomic number of copper is 29. Complete the table to show the number of protons, neutrons and electrons in the particles of copper shown. 63Cu 65Cu2+ protons neutrons electrons [3] (iii) Relative atomic mass is the average mass of naturally occurring atoms of an element. The percentage of the naturally occurring atoms in a sample of copper is shown. 63Cu 65Cu 70% 30% Deduce the relative atomic mass of copper in this sample. Give your answer to one decimal place. relative atomic mass = .............................. [2] 5 © UCLES 2021 0620/41/O/N/21 [Turn over (b) Anhydrous copper(II) sulfate is used to test for the presence of water. When this test is positive, hydrated copper(II) sulfate is formed. (i) State the colour change seen during this test. from ............................................................. to ............................................................ [2] (ii) Complete the chemical equation to show the reaction that takes place. CuSO4 + ........................ CuSO4•5H2O [1] (iii) State how hydrated copper(II) sulfate can be turned back into anhydrous copper(II) sulfate. ....................................................................................................................................... [1] (iv) Describe a test for pure water. ............................................................................................................................................. ....................................................................................................................................... [2] (c) Aqueous copper(II) sulfate contains Cu2+(aq) ions. (i) Describe what is seen when aqueous copper(II) sulfate is added to aqueous sodium hydroxide, NaOH(aq). ....................................................................................................................................... [1] (ii) Write the ionic equation for the reaction between aqueous copper(II) sulfate and aqueous sodium hydroxide. Include state symbols. ....................................................................................................................................... [3] 6 © UCLES 2021 0620/41/O/N/21 (d) When solid copper(II) nitrate is heated copper(II) oxide, nitrogen dioxide and oxygen are formed. 2Cu(NO3)2 → 2CuO + 4NO2 + O2 Calculate the volume of nitrogen dioxide formed at room temperature and pressure when 4.7g of Cu(NO3)2 is heated. Use the following steps: ● calculate the mass of one mole of Cu(NO3)2 .............................. g ● calculate the number of moles of Cu(NO3)2 used .............................. moles ● determine the number of moles of nitrogen dioxide formed .............................. moles ● calculate the volume of nitrogen dioxide formed at room temperature and pressure. .............................. dm3 [4] (e) Write the chemical equation to show the action of heat on sodium nitrate, NaNO3. .............................................................................................................................................. [2] [Total: 22] "
w,2021,41,3,5 Electricity and chemistry,"This question is about electrolysis. Concentrated hydrochloric acid is electrolysed using the apparatus shown. concentrated hydrochloric acid carbon electrodes wire + – (a) Chloride ions are discharged at the anode. (i) Complete the ionic half-equation for this reaction. ..........Cl – (aq) → ..........(g) + ..........e– [2] (ii) State whether oxidation or reduction takes place. Explain your answer. ............................................................................................................................................. ....................................................................................................................................... [1] (b) Describe what is seen at the cathode. .............................................................................................................................................. [1] (c) Write the ionic half-equation for the reaction at the cathode. .............................................................................................................................................. [2] (d) The pH of the electrolyte is measured throughout the experiment. (i) Suggest the pH of the electrolyte at the beginning of the experiment. ....................................................................................................................................... [1] (ii) State how the pH changes, if at all, during the experiment. Explain your answer. ............................................................................................................................................. ....................................................................................................................................... [2] 8 © UCLES 2021 0620/41/O/N/21 (e) The electrolysis is repeated using molten lead(II) bromide. Describe what is seen at the: ● cathode ............................................................................................................................... ● anode. ................................................................................................................................. [2] (f) State two properties of graphite (carbon) which make it suitable for use as an electrode. 1 ................................................................................................................................................. 2 ................................................................................................................................................. [2] [Total: 13] "
w,2021,41,4,12 Sulfur,"Chalcopyrite, FeCuS2, is used in the manufacture of sulfuric acid in the Contact process. (a) In the first stage of the process, chalcopyrite reacts with oxygen in the air to produce sulfur dioxide, SO2, iron(III) oxide and copper(II) oxide. Complete the chemical equation for the reaction of FeCuS2 with oxygen. 4FeCuS2 + 13O2 → ................. + ................. + ................. [2] (b) Sulfur dioxide is then converted to sulfur trioxide. 2SO2 + O2 2SO3 The reaction is exothermic. It is also an equilibrium. (i) State two features of an equilibrium. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] (ii) State the temperature and pressure used in this reaction. Include units. ● temperature ................................................................................................................. ● pressure ....................................................................................................................... [2] (iii) Name the catalyst used. ....................................................................................................................................... [1] (iv) Explain why a catalyst is used. ....................................................................................................................................... [1] (v) Describe and explain, in terms of equilibrium, what happens when the temperature is increased. ............................................................................................................................................. ....................................................................................................................................... [2] (c) Concentrated sulfuric acid is a dehydrating agent. When glucose is dehydrated, carbon and one other product are formed. Complete the equation to show the dehydration of glucose, C6H12O6. C6H12O6 → ...........C + ..................... [2] [Total: 12] "
w,2021,41,5,14 Organic chemistry,"Alkenes and carboxylic acids are both families of similar compounds with similar chemical properties. Alkenes and carboxylic acids have different reactions. (a) State the term used for a ‘family’ of similar compounds. .............................................................................................................................................. [1] (b) State the general formula of alkenes. .............................................................................................................................................. [1] (c) The structure of but-2-ene is shown. H C H H C H C C H H H H (i) But-2-ene reacts with aqueous bromine in an addition reaction. Describe the colour change seen when but-2-ene is added to aqueous bromine. from ............................................................. to ............................................................ [1] (ii) State what is meant by the term addition reaction. ....................................................................................................................................... [1] (iii) Write the chemical equation for the reaction between but-2-ene and bromine. ....................................................................................................................................... [2] (iv) But-2-ene forms a polymer. Suggest the name of the polymer formed from but-2-ene. ....................................................................................................................................... [1] (v) Name and draw a structural isomer of but-2-ene. Show all of the atoms and all of the bonds. name ................................................................................................................................... structure [2] 11 © UCLES 2021 0620/41/O/N/21 Permission to reproduce items where third-party owned material protected by copyright is included has been sought and cleared where possible. Every reasonable effort has been made by the publisher (UCLES) to trace copyright holders, but if any items requiring clearance have unwittingly been included, the publisher will be pleased to make amends at the earliest possible opportunity. To avoid the issue of disclosure of answer-related information to candidates, all copyright acknowledgements are reproduced online in the Cambridge Assessment International Education Copyright Acknowledgements Booklet. This is produced for each series of examinations and is freely available to download at www.cambridgeinternational.org after the live examination series. Cambridge Assessment International Education is part of the Cambridge Assessment Group. Cambridge Assessment is the brand name of the University of Cambridge Local Examinations Syndicate (UCLES), which itself is a department of the University of Cambridge. (d) Butanoic acid, CH3CH2CH2COOH, is a carboxylic acid. (i) Deduce the empirical formula of butanoic acid. ....................................................................................................................................... [1] (ii) Complete the chemical equation for the reaction of butanoic acid and sodium carbonate, Na2CO3. 2CH3CH2CH2COOH + Na2CO3 → .................................... + ............... + ............... [2] (iii) Butanoic acid reacts with methanol to form an organic compound and water. ● Name the organic compound formed. ....................................................................................................................................... [1] ● Draw the structure of the organic compound formed. Show all of the atoms and all of the bonds. [2] [Total: 15] "
w,2021,42,1,1 The particulate nature of matter,"This question is about states of matter. (a) Complete the table, using ticks () and crosses ( ), to describe the properties of gases, liquids and solids. state of matter particles are touching particles have random movement particles are regularly arranged gas liquid solid [3] (b) Substances can change state. (i) Boiling and evaporation are two ways in which a liquid changes into a gas. Describe two differences between boiling and evaporation. 1 .......................................................................................................................................... 2 .......................................................................................................................................... [2] (ii) Name the change of state when: ● a gas becomes a liquid ................................................................................................ ● a solid becomes a gas. ................................................................................................ [2] 3 © UCLES 2021 0620/42/O/N/21 [Turn over (c) A substance boils at temperature X and melts at temperature Y. Complete the graph to show the change in temperature over time as the substance cools from temperature A to temperature B. A B Y time X temperature [2] (d) A solution is a mixture of a solute and a solvent. (i) Name the process when a solid substance mixes with a solvent to form a solution. ....................................................................................................................................... [1] (ii) Name the type of reaction when two solutions react to form an insoluble substance. ....................................................................................................................................... [1] [Total: 11] "
w,2021,42,2,"8 Acids, bases and salts",Acids are important laboratory chemicals. (a) Some acids completely dissociate in water to form ions. (i) State the term applied to acids that completely dissociate in water. ....................................................................................................................................... [1] (ii) Complete the equation to show the complete dissociation of sulfuric acid in water. H2SO4 → ..................................................................................... [2] (iii) State the colour of methyl orange in sulfuric acid. ....................................................................................................................................... [1] (b) The equation for the reaction between powdered zinc carbonate and dilute nitric acid is shown. ZnCO3....... + 2HNO3....... → Zn(NO3)2....... + H2O....... + CO2....... (i) Complete the equation by adding state symbols. [2] (ii) A student found that 2.5g of zinc carbonate required 20cm3 of dilute nitric acid to react completely. Calculate the concentration of dilute nitric acid using the following steps: ● calculate the mass of 1 mole of ZnCO3 .............................. g ● calculate the number of moles of ZnCO3 reacting .............................. moles ● determine the number of moles of HNO3 reacting .............................. moles ● calculate the concentration of HNO3. .............................. mol/dm3 [4] [Total: 10] 
w,2021,42,3,"3 Atoms, elements and compounds","Atoms contain protons, neutrons and electrons. (a) Complete the table to show the relative mass and the relative charge of a proton, a neutron and an electron. relative mass relative charge proton neutron electron 1 1840 [3] (b) The table shows the number of protons, neutrons and electrons in some atoms and ions. Complete the table. atom or ion number of protons number of neutrons number of electrons 32 16S 39K+ 19 35 44 36 [5] [Total: 8] "
w,2021,42,4,7 Chemical reactions,"Chlorine reacts with carbon monoxide to produce phosgene gas, COCl 2(g). A catalyst is used. Cl 2(g) + CO(g) COCl 2(g) The reaction is exothermic. (a) Explain why the reaction is exothermic in terms of the energy changes of bond breaking and bond making. .................................................................................................................................................... .................................................................................................................................................... .............................................................................................................................................. [3] (b) (i) Complete the energy level diagram for this reaction. On your diagram show: ● the product of the reaction ● an arrow representing the energy change, labelled ∆H ● an arrow representing the activation energy, labelled A. energy progress of reaction Cl 2(g) + CO(g) [3] (ii) State why a catalyst is used. ....................................................................................................................................... [1] 7 © UCLES 2021 0620/42/O/N/21 [Turn over (c) Describe and explain the effect, if any, on the position of equilibrium when: (i) the pressure is increased ............................................................................................................................................. ....................................................................................................................................... [2] (ii) the temperature is increased. ............................................................................................................................................. ....................................................................................................................................... [2] (d) The reaction between chlorine and carbon monoxide can be represented as shown. Cl Cl Cl + CO C O Cl When one mole of chlorine reacts with one mole of carbon monoxide, 230kJ of energy is released. Some bond energies are shown in the table. bond bond energy in kJ /mol Cl–Cl 240 C=O 745 C–Cl 400 Use the information to calculate the energy of the bond between the C and the O in carbon monoxide, CO. bond energy in carbon monoxide, CO = .............................. kJ/mol [3] 8 © UCLES 2021 0620/42/O/N/21 (e) Complete the dot-and-cross diagram to show the electron arrangement in a molecule of COCl 2. Cl Cl C O Show outer electrons only. C Cl Cl O [3] [Total: 17] "
w,2021,42,5,10 Metals,"Iron is a transition element. Potassium is a Group I element. (a) Iron and potassium have the same type of bonding. Name and describe the type of bonding in these two elements. name .......................................................................................................................................... description ................................................................................................................................. .................................................................................................................................................... .................................................................................................................................................... .................................................................................................................................................... [4] (b) Transition elements and Group I elements have some similar physical properties. They can both: ● be hammered into a shape ● conduct electricity ● be stretched into wires. (i) Name the term used to describe the ability of elements to be hammered into a shape. ....................................................................................................................................... [1] (ii) Describe what happens to the particles in iron when it is hammered into a shape. ............................................................................................................................................. ....................................................................................................................................... [1] (iii) Suggest why copper, rather than other transition elements, is used for wires which conduct electricity. ....................................................................................................................................... [1] (c) Transition elements are harder and stronger than Group I elements. Describe how two other physical properties of transition elements are different from those of Group I elements. 1 ................................................................................................................................................. 2 ................................................................................................................................................. [2] 10 © UCLES 2021 0620/42/O/N/21 (d) Chemical properties of some Group I elements are shown in the table. element reaction with cold water reaction with oxygen flame test colour lithium ● steadily effervesces ● forms a colourless solution very slowly forms an oxide layer red sodium ● strongly effervesces ● forms a colourless solution slowly forms an oxide layer potassium ● very strongly effervesces ● forms a colourless solution quickly forms an oxide layer rubidium ruby red (i) Add to the table: ● the flame test colours for sodium and potassium ● the predicted reactions of rubidium with water and with oxygen. [4] (ii) Name the gas produced when Group I elements react with water. ....................................................................................................................................... [1] (iii) Name the solution formed when potassium reacts with water. ....................................................................................................................................... [1] (iv) Predict the pH of the colourless solution formed when potassium reacts with water. ....................................................................................................................................... [1] (v) Write the chemical equation for the reaction of sodium with oxygen. ....................................................................................................................................... [2] (e) Iron is a typical transition element. It is the catalyst used in the Haber process. (i) Write the equation for the reaction that occurs in the Haber process. ....................................................................................................................................... [2] (ii) State the temperature and pressure used in the Haber process. Include units. temperature ........................................................................................................................ pressure .............................................................................................................................. [2] [Total: 22] "
w,2021,42,6,14 Organic chemistry,"Ethanol, C2H5OH, belongs to the homologous series called alcohols. (a) Write the general formula of alcohols. .............................................................................................................................................. [1] (b) Explain why ethanol cannot be described as a hydrocarbon. .............................................................................................................................................. [1] (c) Ethanol can be manufactured from different substances by reaction with steam or by fermentation. (i) Give the formula of the substance which reacts with steam to form ethanol. ....................................................................................................................................... [1] (ii) Name a substance which will undergo fermentation to form ethanol. ....................................................................................................................................... [1] (d) Ethanol is a fuel. Write the chemical equation for the complete combustion of ethanol. .............................................................................................................................................. [2] 12 © UCLES 2021 0620/42/O/N/21 (e) Ethane-1,2-diol has two alcohol functional groups. O C H H H C H H H O One molecule of ethane-1,2-diol will react with two molecules of ethanoic acid to form molecule X. X has two ester functional groups and a molecular formula of C6H10O4. (i) State the empirical formula of X. ....................................................................................................................................... [1] (ii) Draw the structure of X. Show all of the atoms and all of the bonds. [2] (iii) Name the other substance formed in this reaction. ....................................................................................................................................... [1] (f) Each alcohol functional group in ethane-1,2-diol reacts with acidified potassium manganate(VII) to form a different organic compound, Y. (i) Name the functional groups formed in Y. ....................................................................................................................................... [1] (ii) Draw the structure of Y. Show all of the atoms and all of the bonds. [1] [Total: 12] "
